Sample_number,Breeding_site_code,Site_code,LU,Round,Day,Month,Year,Season,Genus,Species,Species_complete,Sex
1,PL01_G003,PL01,plantations,1,2,11,2019,Rainy,Culex,,,male
2,FIH03_G17,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
3,FIH03_G17,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
4,FIH03_G18,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
5,PL01_G005,PL01,plantations,1,2,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,male
6,PL01_G005,PL01,plantations,1,2,11,2019,Rainy,Anopheles,unidentified,,female
7,FIH03_G013,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
8,FIH03_G013,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
9,FIH03_G013,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
10,FIH03_G013,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
11,FIH03_G013,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
12,FIH03_G013,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
13,FIH03_G013,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
14,FIL01_G003,FIL01,fields,1,30,10,2019,Rainy,Culex,,,male
15,FIH03_G004,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
16,FIH03_G004,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
17,FIH03_G004,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,male
18,FIH03_G004,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
19,FIH03_G004,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
20,FIH03_G004,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
21,FIH03_G004,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,male
22,FIH03_G004,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,male
23,FIH03_G004,FIH03,fields,1,1,11,2019,Rainy,Anopheles,unidentified,,female
24,FIH03_G004,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
25,FIH03_G004,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
26,V06_G016,V06,village,1,1,11,2019,Rainy,Anopheles,unidentified,,male
27,V06_G016,V06,village,1,1,11,2019,Rainy,Anopheles,unidentified,,male
28,V06_G016,V06,village,1,1,11,2019,Rainy,Anopheles,unidentified,,male
29,V06_G016,V06,village,1,1,11,2019,Rainy,Anopheles,subpictus,An. subpictus,female
30,V06_G016,V06,village,1,1,11,2019,Rainy,Anopheles,indefinitus,An. indefinitus,female
31,V06_G016,V06,village,1,1,11,2019,Rainy,Anopheles,indefinitus,An. indefinitus,female
32,V06_G016,V06,village,1,1,11,2019,Rainy,Anopheles,indefinitus,An. indefinitus,female
33,V06_G016,V06,village,1,1,11,2019,Rainy,Anopheles,indefinitus,An. indefinitus,female
34,V06_G016,V06,village,1,1,11,2019,Rainy,Anopheles,indefinitus,An. indefinitus,female
35,FIH03_G013,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
36,FIH03_G013,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
37,FIH03_G013,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
38,FIH03_G012,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
39,FIH03_G012,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
40,FIH03_G012,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
41,FIH03_G012,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
42,FIH03_G012,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
43,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,male
44,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Anopheles,jamessii,An. jamessii,female
45,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Anopheles,jamessii,An. jamessii,female
46,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Anopheles,jamessii,An. jamessii,female
47,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Anopheles,jamessii,An. jamessii,female
48,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Anopheles,jamessii,An. jamessii,female
49,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Anopheles,jamessii,An. jamessii,male
50,FIH03_G012,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
51,FIH03_G012,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
52,FIH03_G012,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
53,FIH03_G012,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
54,PL04_G005,PL04,plantations,1,1,11,2019,Rainy,Aedes,,,male
55,V06_G009,V06,village,1,1,11,2019,Rainy,Malaya ,jacobsoni,An. jacobsoni,female
56,V06_G009,V06,village,1,1,11,2019,Rainy,Malaya ,jacobsoni,An. jacobsoni,female
57,V06_G009,V06,village,1,1,11,2019,Rainy,Malaya ,jacobsoni,An. jacobsoni,female
58,V06_G009,V06,village,1,1,11,2019,Rainy,Malaya ,jacobsoni,An. jacobsoni,female
59,V06_G009,V06,village,1,1,11,2019,Rainy,Malaya ,jacobsoni,An. jacobsoni,female
60,V06_G009,V06,village,1,1,11,2019,Rainy,Malaya ,jacobsoni,An. jacobsoni,female
61,FIH03_G015,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
62,FIH03_G015,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
63,FIH03_G015,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,male
64,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
65,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
66,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
67,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
68,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
69,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Anopheles,subpictus,An. subpictus,female
70,V05_G005,V05,village,1,1,11,2019,Rainy,Anopheles,vagus,An. vagus,female
71,V05_G003,V05,village,1,29,10,2019,Rainy,Culex,,,female
72,V05_G004,V05,village,1,29,10,2019,Rainy,Anopheles,vagus,An. vagus,female
73,V05_G004,V05,village,1,29,10,2019,Rainy,Anopheles,unidentified,,male
74,V05_G004,V05,village,1,29,10,2019,Rainy,Anopheles,vagus,An. vagus,female
75,V05_G004,V05,village,1,29,10,2019,Rainy,Anopheles,vagus,An. vagus,female
76,V05_G007,V05,village,1,1,11,2019,Rainy,Culex,,,male
77,V05_G007,V05,village,1,1,11,2019,Rainy,Culex,,,male
78,V06_G007,V06,village,1,1,11,2019,Rainy,Aedes,,,female
79,V06_G007,V06,village,1,1,11,2019,Rainy,Aedes,,,male
80,V06_G008,V06,village,1,1,11,2019,Rainy,Aedes,,,female
81,V06_G008,V06,village,1,1,11,2019,Rainy,Aedes,,,female
82,V06_G009,V06,village,1,1,11,2019,Rainy,Culex,,,female
83,V06_G009,V06,village,1,1,11,2019,Rainy,Culex,,,female
84,V06_G015,V06,village,1,1,11,2019,Rainy,Anopheles,unidentified,,male
85,V06_G015,V06,village,1,1,11,2019,Rainy,Anopheles,vagus,An. vagus,female
86,V06_G016,V06,village,1,1,11,2019,Rainy,Culex,,,male
87,PL01_G005,PL01,plantations,1,2,11,2019,Rainy,Culex,,,male
88,PL01_G005,PL01,plantations,1,2,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
89,PL01_G005,PL01,plantations,1,2,11,2019,Rainy,Anopheles,unidentified,,male
90,PL01_G005,PL01,plantations,1,2,11,2019,Rainy,Anopheles,unidentified,,male
91,PL01_G005,PL01,plantations,1,2,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
92,PL01_G005,PL01,plantations,1,2,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
93,PL01_G005,PL01,plantations,1,2,11,2019,Rainy,Anopheles,unidentified,,male
94,PL01_G005,PL01,plantations,1,2,11,2019,Rainy,Anopheles,unidentified,,male
95,PL01_G005,PL01,plantations,1,2,11,2019,Rainy,Anopheles,unidentified,,male
96,V05_G007,V05,village,1,29,10,2019,Rainy,Culex,,,male
97,V05_G007,V05,village,1,29,10,2019,Rainy,Culex,,,male
98,FIL01_G001,FIL01,fields,1,1,11,2019,Rainy,Aedes,,,female
99,FIL01_G001,FIL01,fields,1,1,11,2019,Rainy,Aedes,,,male
100,FIL01_G001,FIL01,fields,1,1,11,2019,Rainy,Aedes,,,male
101,FIL01_G001,FIL01,fields,1,1,11,2019,Rainy,Aedes,,,male
102,FIL01_G001,FIL01,fields,1,1,11,2019,Rainy,Aedes,,,male
103,FIL01_G001,FIL01,fields,1,1,11,2019,Rainy,Aedes,,,male
104,FIL01_G001,FIL01,fields,1,1,11,2019,Rainy,Aedes,,,female
105,FIL01_G001,FIL01,fields,1,1,11,2019,Rainy,Aedes,,,male
106,FIL01_G001,FIL01,fields,1,1,11,2019,Rainy,Aedes,,,male
107,FIL01_G001,FIL01,fields,1,1,11,2019,Rainy,Aedes,,,male
108,FIL01_G001,FIL01,fields,1,1,11,2019,Rainy,Aedes,,,male
109,FIL01_G001,FIL01,fields,1,1,11,2019,Rainy,Aedes,,,male
110,FIH03_G009,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
111,FIH03_G009,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
112,FIH03_G009,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
113,FIH03_G009,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
114,FIH03_G009,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
115,FIH03_G009,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
116,FIH03_G009,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
117,FIH03_G009,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
118,FIH03_G009,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
119,FIH03_G005,FIH03,fields,1,1,11,2019,Rainy,Anopheles,unidentified,,male
120,FIH03_G005,FIH03,fields,1,1,11,2019,Rainy,Anopheles,jamessii,An. jamessii,female
121,FIH03_G005,FIH03,fields,1,1,11,2019,Rainy,Anopheles,jamessii,An. jamessii,female
122,FIH03_G005,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
123,FIH03_G005,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
124,FIH03_G005,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
125,FIH03_G005,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
126,FIH03_G005,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
127,FIH03_G004,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
128,FIH03_G004,FIH03,fields,1,1,11,2019,Rainy,Anopheles,unidentified,,female
129,FIH03_G012,FIH03,fields,1,1,11,2019,Rainy,Anopheles,unidentified,,male
130,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
131,FIH03_G015,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
132,FIH03_G015,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
133,FIH03_G015,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
134,FIH03_G015,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
135,FIH03_G016,FIH03,fields,1,1,11,2019,Rainy,Anopheles,subpictus,An. subpictus,female
136,FIH03_G017,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
137,FIH03_G017,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
138,FIH03_G017,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
139,FIH03_G017,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
140,FIH03_G017,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
141,FIH03_G017,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
142,FIH03_G017,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
143,FIH03_G017,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
144,FIH03_G017,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
145,FIH03_G017,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
146,FIH03_G017,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
147,FIH03_G017,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
148,FIH03_G017,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
149,FIH03_G017,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
150,V06_G016,V06,village,1,1,11,2019,Rainy,Anopheles,vagus,An. vagus,female
151,V06_G016,V06,village,1,1,11,2019,Rainy,Anopheles,vagus,An. vagus,female
152,V05_G003,V05,village,1,29,10,2019,Rainy,Anopheles,unidentified,,male
153,V05_G003,V05,village,1,29,10,2019,Rainy,Anopheles,subpictus,An. subpictus,female
154,FIH03_G004,FIH03,fields,1,1,11,2019,Rainy,Anopheles,unidentified,,male
155,V05_G005,V05,village,1,29,10,2019,Rainy,Anopheles,subpictus,An. subpictus,female
156,V05_G005,V05,village,1,29,10,2019,Rainy,Anopheles,subpictus,An. subpictus,female
157,V05_G005,V05,village,1,29,10,2019,Rainy,Anopheles,indefinitus,An. indefinitus,female
158,V05_G002,V05,village,1,29,10,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
159,FIH03_G006,FIH03,fields,1,1,11,2019,Rainy,Anopheles,unidentified,,male
160,FIH03_G009,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
161,FIH03_G009,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
162,FIH03_G009,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
163,FIH03_G009,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
164,FIH03_G009,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
165,FIH03_G009,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
166,FIH03_G009,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
167,FIH03_G009,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
168,FIH03_G009,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
169,FIH03_G009,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
170,FIH03_G009,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
171,FIH03_G009,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
172,FIH03_G009,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
173,FIH03_G009,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
174,FIH03_G015,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
175,FIH03_G015,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
176,FIH03_G015,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
177,FIH03_G015,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
178,FIH03_G012,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
179,FIH03_G012,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
180,FIH03_G012,FIH03,fields,1,1,11,2019,Rainy,Anopheles,unidentified,,male
181,FIH03_G012,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
182,FIH03_G006,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
183,FIH03_G006,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
184,FIH03_G006,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
185,FIH03_G006,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
186,FIH03_G005,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
187,FIH03_G005,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
188,FIH03_G005,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
189,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
190,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
191,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
192,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
193,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
194,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
195,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
196,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
197,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
198,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
199,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
200,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
201,FIH03_G005,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
202,FIH03_G005,FIH03,fields,1,1,11,2019,Rainy,Anopheles,unidentified,,male
203,FIH03_G005,FIH03,fields,1,1,11,2019,Rainy,Anopheles,unidentified,,male
204,FIH03_G005,FIH03,fields,1,1,11,2019,Rainy,Anopheles,unidentified,,male
205,FIH03_G013,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
206,FIH03_G013,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
207,FIH03_G013,FIH03,fields,1,1,11,2019,Rainy,Anopheles,unidentified,,male
208,V06_G016,V06,village,1,1,11,2019,Rainy,Anopheles,unidentified,,male
209,V06_G016,V06,village,1,1,11,2019,Rainy,Anopheles,unidentified,,male
210,V06_G016,V06,village,1,1,11,2019,Rainy,Anopheles,unidentified,,male
211,V06_G016,V06,village,1,1,11,2019,Rainy,Anopheles,unidentified,,male
212,V06_G016,V06,village,1,1,11,2019,Rainy,Anopheles,unidentified,,male
213,V06_G016,V06,village,1,1,11,2019,Rainy,Anopheles,unidentified,,male
214,V06_G016,V06,village,1,1,11,2019,Rainy,Anopheles,unidentified,,male
215,V06_G016,V06,village,1,1,11,2019,Rainy,Anopheles,unidentified,,male
216,V06_G016,V06,village,1,1,11,2019,Rainy,Anopheles,unidentified,,male
217,V06_G016,V06,village,1,1,11,2019,Rainy,Unidentified,,,female
218,V06_G016,V06,village,1,1,11,2019,Rainy,Anopheles,subpictus,An. subpictus,female
219,V06_G016,V06,village,1,1,11,2019,Rainy,Anopheles,subpictus,An. subpictus,female
220,V06_G015,V06,village,1,1,11,2019,Rainy,Culex,,,female
221,V06_G015,V06,village,1,1,11,2019,Rainy,Culex,,,male
222,V06_G015,V06,village,1,1,11,2019,Rainy,Culex,,,male
223,PL01_G005,PL01,plantations,1,2,11,2019,Rainy,Culex,,,male
224,PL01_G005,PL01,plantations,1,2,11,2019,Rainy,Culex,,,male
225,PL01_G005,PL01,plantations,1,2,11,2019,Rainy,Culex,,,male
226,PL04_G003,PL04,plantations,1,1,11,2019,Rainy,Culex,,,female
227,PL04_G003,PL04,plantations,1,2,11,2019,Rainy,Culex,,,female
228,PL04_G003,PL04,plantations,1,2,11,2019,Rainy,Culex,,,male
229,PL04_G003,PL04,plantations,1,2,11,2019,Rainy,Culex,,,female
230,FIL01_G001,FIL01,fields,1,30,11,2019,Rainy,Aedes,,,female
231,FIL01_G001,FIL01,fields,1,30,11,2019,Rainy,Aedes,,,female
232,FIL01_G001,FIL01,fields,1,30,11,2019,Rainy,Aedes,,,female
233,FIH03_G002,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
234,FIH03_G009,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
235,FIH03_G006,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
236,FIH03_G006,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
237,FIH03_G006,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
238,FIH03_G006,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
239,FIH03_G006,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
240,FIH03_G006,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
241,FIH03_G006,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
242,FIH03_G006,FIH03,fields,1,1,11,2019,Rainy,Anopheles,barbirostris,An. barbirostris,female
243,FIH03_G006,FIH03,fields,1,1,11,2019,Rainy,Anopheles,unidentified,,male
244,FIH03_G006,FIH03,fields,1,1,11,2019,Rainy,Anopheles,indefinitus,An. indefinitus,female
245,FIH03_G006,FIH03,fields,1,1,11,2019,Rainy,Anopheles,unidentified,,male
246,FIH03_G012,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
247,FIH03_G012,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
248,FIH03_G012,FIH03,fields,1,1,11,2019,Rainy,Anopheles,unidentified,,male
249,FIH03_G012,FIH03,fields,1,1,11,2019,Rainy,Anopheles,unidentified,,male
250,FIH03_G012,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
251,FIH03_G012,FIH03,fields,1,1,11,2019,Rainy,Anopheles,unidentified,,male
252,FIH03_G013,FIH03,fields,1,1,11,2019,Rainy,Anopheles,unidentified,,male
253,FIH03_G013,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
254,FIH03_G013,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
255,FIH03_G013,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
256,FIH03_G013,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
257,FIH03_G013,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
258,FIH03_G013,FIH03,fields,1,1,11,2019,Rainy,Anopheles,unidentified,,male
259,FIH03_G013,FIH03,fields,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
260,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
261,FIH03_G014,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
262,FIH03_G015,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
263,FIH03_G015,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
264,FIH03_G015,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
265,FIH03_G015,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
266,FIH03_G015,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
267,FIH03_G016,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
268,FIH03_G016,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
269,FIH03_G016,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
270,FIH03_G016,FIH03,fields,1,1,11,2019,Rainy,Anopheles,unidentified,,male
271,FIH03_G016,FIH03,fields,1,1,11,2019,Rainy,Anopheles,unidentified,,male
272,FIH03_G016,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
273,FIH03_G016,FIH03,fields,1,1,11,2019,Rainy,Culex,,,male
274,FIH03_G016,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
275,FIH03_G016,FIH03,fields,1,1,11,2019,Rainy,Anopheles,unidentified,,male
276,FIH03_G017,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
277,FIH03_G017,FIH03,fields,1,1,11,2019,Rainy,Anopheles,unidentified,,male
278,FIH04_G004,FIH04,fields,1,1,11,2019,Rainy,Culex,,,female
279,FIH04_G001,FIH04,fields,1,16,11,2019,Rainy,Anopheles,indefinitus,An. indefinitus,female
280,FIH04_G001,FIH04,fields,1,16,11,2019,Rainy,Anopheles,unidentified,,male
281,FIH04_G001,FIH04,fields,1,16,11,2019,Rainy,Anopheles,unidentified,,male
282,FIH04_G001,FIH04,fields,1,16,11,2019,Rainy,Anopheles,maculatus,An. maculatus,female
283,FIH04_G001,FIH04,fields,1,16,11,2019,Rainy,Culex,,,female
284,FIH04_G001,FIH04,fields,1,16,11,2019,Rainy,Anopheles,indefinitus,An. indefinitus,female
285,FIH04_G001,FIH04,fields,1,16,11,2019,Rainy,Anopheles,unidentified,,male
286,FIH04_G001,FIH04,fields,1,16,11,2019,Rainy,Anopheles,jamessii,An. jamessii,female
287,FIH04_G002,FIH04,fields,1,16,11,2019,Rainy,Anopheles,subpictus,An. subpictus,female
288,FIL01_G001,FIL01,fields,1,15,10,2019,Rainy,Aedes,,,male
289,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,female
290,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,female
291,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,female
292,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,male
293,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,male
294,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,male
295,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,male
296,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,male
297,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,male
298,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,female
299,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,male
300,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,male
301,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,male
302,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,male
303,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,male
304,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,female
305,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,female
306,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,female
307,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,female
308,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,male
309,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,female
310,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,female
311,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,male
312,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,female
313,FIL01_G001,FIL01,fields,1,28,10,2019,Rainy,Aedes,,,female
314,V06_G007,V06,village,1,1,11,2019,Rainy,Armigeres,,,female
315,FIH03_G001,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
316,FIH03_G013,FIH03,fields,1,1,11,2019,Rainy,Anopheles,unidentified,,male
317,FIH03_G017,FIH03,fields,1,1,11,2019,Rainy,Culex,,,female
318,PL01_G005,PL01,plantations,1,2,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
319,PL01_G005,PL01,plantations,1,2,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
320,PL01_G005,PL01,plantations,1,2,11,2019,Rainy,Anopheles,unidentified,,male
321,PL01_G005,PL01,plantations,1,1,11,2019,Rainy,Anopheles,philippinensis,An. philippinensis,female
322,PL04_G005,PL04,plantations,1,1,11,2019,Rainy,Unidentified,,,female
