Sample_number,Site_code,LU,Passage,Round,Day,Month,Year,Time,DayNb,DayNight,Season,Trap,Msq_genus,Msq_group,Msq_species,Msq_species_complete,Msq_ID,Sex,Fed,Comment ,Screen,Screen_bool,Pos_bool,PCR_species,Molecular_marker,Msq_species_molecular,UK_abdomen,DukeU_abdomen,Random selection ITS2 if Duke yes no need to re-do,PCR cytb Pos,PCR cytb seq
BC4103,V02,village,high,4,2,8,2020,22,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,indefinitus,An. indefinitus,indefinitus,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4104,V02,village,high,4,2,8,2020,22,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,indefinitus,An. indefinitus,indefinitus,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC4105,V02,village,high,4,2,8,2020,22,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,subpictus ,An. subpictus ,subpictus ,Female,No,missing scales,Neg,0,0,NA,,,,No,No,,
BC4106,V02,village,high,4,2,8,2020,22,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,vagus ,An. vagus ,vagus ,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC4107,V02,village,high,4,2,8,2020,22,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,indefinitus,An. indefinitus,indefinitus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4108,V02,village,high,4,2,8,2020,22,Day2,Night,Rainy ,SCR-In ,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4109,V02,village,high,4,2,8,2020,22,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,indefinitus,An. indefinitus,indefinitus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4110,V02,village,high,4,2,8,2020,22,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,indefinitus,An. indefinitus,indefinitus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4111,V02,village,high,4,2,8,2020,22,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,vagus ,An. vagus ,vagus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4112,V02,village,high,4,2,8,2020,22,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,indefinitus,An. indefinitus,indefinitus,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4113,V02,village,high,4,2,8,2020,22,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,subpictus ,An. subpictus ,subpictus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4114,V02,village,high,4,2,8,2020,22,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,indefinitus,An. indefinitus,indefinitus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4115,V02,village,high,4,2,8,2020,22,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,vagus ,An. vagus ,vagus ,Female,Yes,none,Neg,0,0,NA,,,,No,Yes,,
BC4116,V02,village,high,4,2,8,2020,22,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,Yes,none,Neg,0,0,NA,,,,No,Yes,,
BC4117,V02,village,high,4,2,8,2020,22,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4118,V02,village,high,4,2,8,2020,22,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4119,V02,village,high,4,2,8,2020,23,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,Yes,missing scales,Neg,0,0,NA,,,,No,No,,
BC4120,V02,village,high,4,2,8,2020,23,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4121,V02,village,high,4,2,8,2020,23,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,indefinitus,An. indefinitus,indefinitus,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4122,V02,village,high,4,2,8,2020,23,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,Yes,missing legs,Neg,0,0,NA,,,,No,No,,
BC4123,V02,village,high,4,2,8,2020,23,Day2,Night,Rainy ,SCR-In ,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4124,V02,village,high,4,2,8,2020,23,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,indefinitus,An. indefinitus,indefinitus,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4125,V02,village,high,4,2,8,2020,23,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,Yes,missing scales,Neg,0,0,NA,,,,No,No,,
BC4126,V02,village,high,4,2,8,2020,23,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4127,V02,village,high,4,2,8,2020,23,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4128,V02,village,high,4,2,8,2020,23,Day2,Night,Rainy ,SCR-In ,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4129,V02,village,high,4,2,8,2020,23,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4130,V02,village,high,4,2,8,2020,23,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4131,V02,village,high,4,2,8,2020,23,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,indefinitus,An. indefinitus,indefinitus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4132,V02,village,high,4,2,8,2020,23,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4133,V02,village,high,4,2,8,2020,23,Day2,Night,Rainy ,SCR-In ,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4134,V02,village,high,4,2,8,2020,23,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,Yes,missing scales,Neg,0,0,NA,,,,No,No,,
BC4135,V02,village,high,4,2,8,2020,23,Day2,Night,Rainy ,SCR-In ,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4136,V02,village,high,4,2,8,2020,23,Day2,Night,Rainy ,SCR-In ,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4137,V02,village,high,4,2,8,2020,23,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,indefinitus,An. indefinitus,indefinitus,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4138,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,vagus ,An. vagus ,vagus ,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC4139,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,indefinitus,An. indefinitus,indefinitus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4140,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs,Neg,0,0,NA,,,,No,No,,
BC4141,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs and scales,Neg,0,0,NA,,,,No,No,,
BC4142,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,Yes,missing legs and scales,Neg,0,0,NA,,,,No,No,,
BC4143,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,indefinitus,An. indefinitus,indefinitus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4144,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing scales,Neg,0,0,NA,,,,No,No,,
BC4145,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,vagus ,An. vagus ,vagus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4146,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,vagus ,An. vagus ,vagus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4147,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,vagus ,An. vagus ,vagus ,Female,Yes,none,Neg,0,0,NA,,,,No,Yes,,
BC4148,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,vagus ,An. vagus ,vagus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4149,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing scales,Neg,0,0,NA,,,,No,No,,
BC4150,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing scales,Neg,0,0,NA,,,,No,Yes,,
BC4151,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,Hyrcanus,hyrcanus,An. hyrcanus,hyrcanus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4152,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,vagus ,An. vagus ,vagus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4153,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,vagus ,An. vagus ,vagus ,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4154,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,Hyrcanus,hyrcanus,An. hyrcanus,hyrcanus ,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4155,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,Yes,missing scales,Neg,0,0,NA,,,,No,No,,
BC4156,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,Hyrcanus,hyrcanus,An. hyrcanus,hyrcanus ,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4157,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,indefinitus,An. indefinitus,indefinitus,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4158,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,subpictus ,An. subpictus ,subpictus ,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4159,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,vagus ,An. vagus ,vagus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4160,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing scales,Neg,0,0,NA,,,,No,No,,
BC4161,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,indefinitus,An. indefinitus,indefinitus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4162,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs and scales,Neg,0,0,NA,,,,No,Yes,,
BC4163,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,Annularis,philippinensis ,An. philippinensis ,philippinensis ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4164,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs and scales,Neg,0,0,NA,,,,No,No,,
BC4165,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing scales,Neg,0,0,NA,,,,No,No,,
BC4166,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,Yes,missing scales,Neg,0,0,NA,,,,No,No,,
BC4167,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing scales,Neg,0,0,NA,,,,No,No,,
BC4168,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing scales,Neg,0,0,NA,,,,No,No,,
BC4169,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,Yes,missing legs and scales,Neg,0,0,NA,,,,No,No,,
BC4170,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,vagus ,An. vagus ,vagus ,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC4171,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,subpictus ,An. subpictus ,subpictus ,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC4172,V02,village,high,4,3,8,2020,24,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,Yes,missing legs and scales,Neg,0,0,NA,,,,No,No,,
BC4173,V02,village,high,4,3,8,2020,1,Day2,Night,Rainy ,SCR-In ,Anopheles,Hyrcanus,hyrcanus,An. hyrcanus,hyrcanus ,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4174,V02,village,high,4,3,8,2020,1,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,vagus ,An. vagus ,vagus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4175,V02,village,high,4,3,8,2020,1,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,Yes,missing legs and scales,Neg,0,0,NA,,,,No,No,,
BC4176,V02,village,high,4,3,8,2020,1,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,vagus ,An. vagus ,vagus ,Female,Yes,none,Neg,0,0,NA,,,,No,Yes,,
BC4177,V02,village,high,4,3,8,2020,1,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,Yes,missing legs and scales,Neg,0,0,NA,,,,No,No,,
BC4178,V02,village,high,4,3,8,2020,1,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs,Neg,0,0,NA,,,,No,No,,
BC4179,V02,village,high,4,3,8,2020,1,Day2,Night,Rainy ,SCR-In ,Anopheles,Hyrcanus,hyrcanus,An. hyrcanus,hyrcanus ,Female,Yes,none,Neg,0,0,NA,,,,No,Yes,,
BC4180,V02,village,high,4,3,8,2020,1,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs and scales,Neg,0,0,NA,,,,No,No,,
BC4181,V02,village,high,4,3,8,2020,1,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,indefinitus,An. indefinitus,indefinitus,Female,Yes,none,Neg,0,0,NA,,,,No,Yes,,
BC4182,V02,village,high,4,3,8,2020,1,Day2,Night,Rainy ,SCR-In ,Anopheles,Annularis,nivipes ,An. nivipes ,nivipes ,Female,No,none,Pos,1,0,Neg,,,,No,No,no,
BC4183,V02,village,high,4,3,8,2020,1,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,Yes,missing scales,Neg,0,0,NA,,,,No,No,,
BC4184,V02,village,high,4,3,8,2020,1,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,vagus ,An. vagus ,vagus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4185,V02,village,high,4,3,8,2020,1,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing scales,Neg,0,0,NA,,,,No,No,,
BC4186,V02,village,high,4,3,8,2020,2,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing scales,Neg,0,0,NA,,,,No,No,,
BC4187,V02,village,high,4,3,8,2020,2,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs and scales,Neg,0,0,NA,,,,No,No,,
BC4188,V02,village,high,4,3,8,2020,2,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,Yes,missing scales,Neg,0,0,NA,,,,No,No,,
BC4189,V02,village,high,4,3,8,2020,2,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs and scales,Neg,0,0,NA,,,,No,No,,
BC4190,V02,village,high,4,3,8,2020,2,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs,Neg,0,0,NA,,,,No,Yes,,
BC4191,V02,village,high,4,3,8,2020,2,Day2,Night,Rainy ,SCR-In ,Anopheles,Hyrcanus,hyrcanus,An. hyrcanus,hyrcanus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4192,V02,village,high,4,3,8,2020,2,Day2,Night,Rainy ,SCR-In ,Anopheles,Hyrcanus,hyrcanus,An. hyrcanus,hyrcanus ,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4193,V02,village,high,4,3,8,2020,2,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs and scales,Neg,0,0,NA,,,,No,No,,
BC4194,V02,village,high,4,3,8,2020,2,Day2,Night,Rainy ,SCR-In ,Anopheles,Hyrcanus,hyrcanus,An. hyrcanus,hyrcanus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4195,V02,village,high,4,3,8,2020,2,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,Yes,missing legs,Neg,0,0,NA,,,,No,No,,
BC4196,V02,village,high,4,3,8,2020,2,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,subpictus ,An. subpictus ,subpictus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4197,V02,village,high,4,3,8,2020,2,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,vagus ,An. vagus ,vagus ,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC4198,V02,village,high,4,3,8,2020,2,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs and scales,Neg,0,0,NA,,,,No,No,,
BC4199,V02,village,high,4,3,8,2020,2,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs and scales,Neg,0,0,NA,,,,No,No,,
BC4200,V02,village,high,4,3,8,2020,2,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs and scales,Neg,0,0,NA,,,,No,No,,
BC4201,V02,village,high,4,3,8,2020,2,Day2,Night,Rainy ,SCR-In ,Anopheles,Hyrcanus,hyrcanus,An. hyrcanus,hyrcanus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4202,V02,village,high,4,3,8,2020,2,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,Yes,missing legs,Neg,0,0,NA,,,,No,Yes,,
BC4203,V02,village,high,4,3,8,2020,2,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing scales,Neg,0,0,NA,,,,No,No,,
BC4204,V02,village,high,4,3,8,2020,2,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs and scales,Neg,0,0,NA,,,,No,No,,
BC4205,V02,village,high,4,3,8,2020,2,Day2,Night,Rainy ,SCR-In ,Anopheles,Annularis,nivipes ,An. nivipes ,nivipes ,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC4206,V02,village,high,4,3,8,2020,2,Day2,Night,Rainy ,SCR-In ,Anopheles,Hyrcanus,hyrcanus,An. hyrcanus,hyrcanus ,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4207,V02,village,high,4,3,8,2020,2,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,subpictus ,An. subpictus ,subpictus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4208,V02,village,high,4,3,8,2020,2,Day2,Night,Rainy ,SCR-In ,Anopheles,Hyrcanus,hyrcanus,An. hyrcanus,hyrcanus ,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4209,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,subpictus ,An. subpictus ,subpictus ,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC4210,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs and scales,Neg,0,0,NA,,,,No,No,,
BC4211,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs and scales,Neg,0,0,NA,,,,No,No,,
BC4212,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,vagus ,An. vagus ,vagus ,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4213,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs and scales,Neg,0,0,NA,,,,No,No,,
BC4214,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,vagus ,An. vagus ,vagus ,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4215,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,indefinitus,An. indefinitus,indefinitus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4216,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,vagus ,An. vagus ,vagus ,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4217,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,missing legs and scales,Neg,0,0,NA,,,,No,Yes,,
BC4218,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,indefinitus,An. indefinitus,indefinitus,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4219,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,indefinitus,An. indefinitus,indefinitus,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4220,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,indefinitus,An. indefinitus,indefinitus,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC4221,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4222,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,indefinitus,An. indefinitus,indefinitus,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
BC4223,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,indefinitus,An. indefinitus,indefinitus,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4224,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4225,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,indefinitus,An. indefinitus,indefinitus,Female,No,missing abdomen,Neg,0,0,NA,,,,No,No,,
BC4226,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4227,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4228,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4229,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4230,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4231,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4232,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,unidentified,unidentified,unidentified,unidentified,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4233,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,vagus ,An. vagus ,vagus ,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4234,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4235,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4236,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,NA,vagus ,An. vagus ,vagus ,Female,Yes,none,Neg,0,0,NA,,,,No,No,,
BC4237,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,No,,
BC4238,V02,village,high,4,3,8,2020,3,Day2,Night,Rainy ,SCR-In ,Anopheles,Hyrcanus,unidentified,unidentified,hyrcanus group,Female,No,none,Neg,0,0,NA,,,,No,Yes,,
